,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
78,mobileOG_000375359|tnpA|WP_013307854.1|integration/excision|NA|Plasmid RefSeq|Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1_5 # 3718 # 3981 # 1 # ID=188_5;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.500,100.0,185.0,95,3.8399999999999992e-62,88,1,88,1,88,mobileOG_000375359,tnpA,WP_013307854.1,integration/excision,NA,Plasmid RefSeq,Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1_5, 3718 # 3981 # 1 , 3718,3981,1 ,188_5,188,5,01,ATG,GGAGG,5-10bp,0.500,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1,mobileOG_000375359_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1
79,mobileOG_000037312|tnpR|WP_001235713.1|integration/excision|NA|Multiple|Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_2_4 # 2997 # 3554 # -1 # ID=189_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.523,100.0,348.0,185,1.3499999999999997e-123,186,1,185,1,185,mobileOG_000037312,tnpR,WP_001235713.1,integration/excision,NA,Multiple,Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_2_4, 2997 # 3554 # -1 , 2997,3554,-1 ,189_4,189,4,00,ATG,GGA/GAG/AGG,5-10bp,0.523,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_2,mobileOG_000037312_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_2
80,mobileOG_000375359|tnpA|WP_013307854.1|integration/excision|NA|Plasmid RefSeq|Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_2_5 # 3718 # 3981 # 1 # ID=189_5;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.500,100.0,185.0,95,3.8399999999999992e-62,88,1,88,1,88,mobileOG_000375359,tnpA,WP_013307854.1,integration/excision,NA,Plasmid RefSeq,Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_2_5, 3718 # 3981 # 1 , 3718,3981,1 ,189_5,189,5,01,ATG,GGAGG,5-10bp,0.500,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_2,mobileOG_000375359_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_2
81,mobileOG_000037312|tnpR|WP_001235713.1|integration/excision|NA|Multiple|Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_3_4 # 2997 # 3554 # -1 # ID=190_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.523,100.0,348.0,185,1.3499999999999997e-123,186,1,185,1,185,mobileOG_000037312,tnpR,WP_001235713.1,integration/excision,NA,Multiple,Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_3_4, 2997 # 3554 # -1 , 2997,3554,-1 ,190_4,190,4,00,ATG,GGA/GAG/AGG,5-10bp,0.523,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_3,mobileOG_000037312_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_3
82,mobileOG_000375359|tnpA|WP_013307854.1|integration/excision|NA|Plasmid RefSeq|Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_3_5 # 3718 # 3981 # 1 # ID=190_5;partial=01;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.500,100.0,185.0,95,3.8399999999999992e-62,88,1,88,1,88,mobileOG_000375359,tnpA,WP_013307854.1,integration/excision,NA,Plasmid RefSeq,Homology,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_3_5, 3718 # 3981 # 1 , 3718,3981,1 ,190_5,190,5,01,ATG,GGAGG,5-10bp,0.500,ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_3,mobileOG_000375359_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_1-3981_ratio3_unmapped_NODE_127_length_3981_cov_6.802089_3
83,mobileOG_000035646|tnpA|WP_000608644.1|integration/excision|NA|Multiple|Homology,ratio3_unmapped_NODE_132_length_3933_cov_25.095410_1-3933_ratio3_unmapped_NODE_132_length_3933_cov_25.095410_2_4 # 1578 # 2840 # -1 # ID=191_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.340,100.0,823.0,420,1.689999999999999e-303,421,1,420,1,420,mobileOG_000035646,tnpA,WP_000608644.1,integration/excision,NA,Multiple,Homology,ratio3_unmapped_NODE_132_length_3933_cov_25.095410_1-3933_ratio3_unmapped_NODE_132_length_3933_cov_25.095410_2_4, 1578 # 2840 # -1 , 1578,2840,-1 ,191_4,191,4,00,ATG,GGA/GAG/AGG,5-10bp,0.340,ratio3_unmapped_NODE_132_length_3933_cov_25.095410_1-3933_ratio3_unmapped_NODE_132_length_3933_cov_25.095410_2,mobileOG_000035646_ratio3_unmapped_NODE_132_length_3933_cov_25.095410_1-3933_ratio3_unmapped_NODE_132_length_3933_cov_25.095410_2
84,mobileOG_000062109|tnpA|WP_109138279.1|integration/excision|NA|Multiple|Homology,ratio3_unmapped_NODE_185_length_3063_cov_34.845745_1-3063_ratio3_unmapped_NODE_185_length_3063_cov_34.845745_2_4 # 2743 # 2985 # -1 # ID=194_4;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.716,98.7,143.0,198,3.8700000000000003e-44,81,123,198,5,80,mobileOG_000062109,tnpA,WP_109138279.1,integration/excision,NA,Multiple,Homology,ratio3_unmapped_NODE_185_length_3063_cov_34.845745_1-3063_ratio3_unmapped_NODE_185_length_3063_cov_34.845745_2_4, 2743 # 2985 # -1 , 2743,2985,-1 ,194_4,194,4,00,GTG,GGA/GAG/AGG,5-10bp,0.716,ratio3_unmapped_NODE_185_length_3063_cov_34.845745_1-3063_ratio3_unmapped_NODE_185_length_3063_cov_34.845745_2,mobileOG_000062109_ratio3_unmapped_NODE_185_length_3063_cov_34.845745_1-3063_ratio3_unmapped_NODE_185_length_3063_cov_34.845745_2
85,"mobileOG_000025806|cca|J7Q9S8|phage|regulation,infection|Multiple|Manual",ratio3_unmapped_NODE_283_length_2280_cov_7.148764_1-2280_ratio3_unmapped_NODE_283_length_2280_cov_7.148764_3_2 # 337 # 1575 # 1 # ID=197_2;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.563,100.0,842.0,412,3.06e-311,413,1,412,1,412,mobileOG_000025806,cca,J7Q9S8,phage,"regulation,infection",Multiple,Manual,ratio3_unmapped_NODE_283_length_2280_cov_7.148764_1-2280_ratio3_unmapped_NODE_283_length_2280_cov_7.148764_3_2, 337 # 1575 # 1 , 337,1575,1 ,197_2,197,2,00,GTG,GGA/GAG/AGG,5-10bp,0.563,ratio3_unmapped_NODE_283_length_2280_cov_7.148764_1-2280_ratio3_unmapped_NODE_283_length_2280_cov_7.148764_3,mobileOG_000025806_ratio3_unmapped_NODE_283_length_2280_cov_7.148764_1-2280_ratio3_unmapped_NODE_283_length_2280_cov_7.148764_3
86,mobileOG_000012594|fis|WP_000462905.1|integration/excision|replication/recombination/repair|GPD|Manual,ratio3_unmapped_NODE_400_length_1799_cov_3.271216_1-1799_ratio3_unmapped_NODE_400_length_1799_cov_3.271216_4_1 # 2 # 241 # 1 # ID=203_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.479,100.0,154.0,93,8.409999999999999e-50,80,15,93,1,79,mobileOG_000012594,fis,WP_000462905.1,integration/excision,replication/recombination/repair,GPD,Manual,ratio3_unmapped_NODE_400_length_1799_cov_3.271216_1-1799_ratio3_unmapped_NODE_400_length_1799_cov_3.271216_4_1, 2 # 241 # 1 , 2,241,1 ,203_1,203,1,10,Edge,None,None,0.479,ratio3_unmapped_NODE_400_length_1799_cov_3.271216_1-1799_ratio3_unmapped_NODE_400_length_1799_cov_3.271216_4,mobileOG_000012594_ratio3_unmapped_NODE_400_length_1799_cov_3.271216_1-1799_ratio3_unmapped_NODE_400_length_1799_cov_3.271216_4
87,mobileOG_000333812|alkB|WP_000884953.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,ratio3_unmapped_NODE_535_length_1485_cov_3.245455_1-1485_ratio3_unmapped_NODE_535_length_1485_cov_3.245455_3_2 # 585 # 1235 # 1 # ID=206_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.525,99.1,454.0,216,1.6899999999999993e-164,217,1,216,1,216,mobileOG_000333812,alkB,WP_000884953.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,ratio3_unmapped_NODE_535_length_1485_cov_3.245455_1-1485_ratio3_unmapped_NODE_535_length_1485_cov_3.245455_3_2, 585 # 1235 # 1 , 585,1235,1 ,206_2,206,2,00,ATG,AGGAG,5-10bp,0.525,ratio3_unmapped_NODE_535_length_1485_cov_3.245455_1-1485_ratio3_unmapped_NODE_535_length_1485_cov_3.245455_3,mobileOG_000333812_ratio3_unmapped_NODE_535_length_1485_cov_3.245455_1-1485_ratio3_unmapped_NODE_535_length_1485_cov_3.245455_3
,Sequence Title,Query Title,Pident,Bitscore,Subject Sequence Length,e-value,Query Sequence Length,Start of Alignment in Subject,End of Alignment in Query,Start of Alignment in Query,End of Alignment in Query,mobileOG ID,Gene Name,Best Hit Accession ID,Major mobileOG Category,Minor mobileOG Category,Source Database,Evidence Type,Contig/ORF Name,ORF_Start_Stop_Strands,ORF_Start,ORF_End,Sense or Antisense Strand,Prodigal ID,Prodigal Designated Contigs,Unique_ORF,Partial Tag,Start Codon,RBS Motif,RBS Spacer,GC Content,Specific Contig,Final Sample Name
0,mobileOG_000038749|NA|NA|integration/excision|NA|Multiple|Homology,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-6222_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1_4 # 2848 # 3225 # -1 # ID=3_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.540,100.0,257.0,125,1.4400000000000001e-89,126,1,125,1,125,mobileOG_000038749,NA,NA,integration/excision,NA,Multiple,Homology,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-6222_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1_4, 2848 # 3225 # -1 , 2848,3225,-1 ,3_4,3,4,00,ATG,None,None,0.540,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-6222_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1,mobileOG_000038749_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-6222_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1
1,mobileOG_000001273|insA8|P0CF13|integration/excision|NA|Multiple|Manual,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-6222_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1_5 # 3270 # 3545 # -1 # ID=3_5;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525,100.0,189.0,91,1.6999999999999997e-63,92,1,91,1,91,mobileOG_000001273,insA8,P0CF13,integration/excision,NA,Multiple,Manual,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-6222_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1_5, 3270 # 3545 # -1 , 3270,3545,-1 ,3_5,3,5,00,GTG,GGAG/GAGG,5-10bp,0.525,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-6222_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1,mobileOG_000001273_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-6222_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1
2,mobileOG_000038749|NA|NA|integration/excision|NA|Multiple|Homology,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-7253_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_2_4 # 2848 # 3225 # -1 # ID=4_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.540,100.0,257.0,125,1.4400000000000001e-89,126,1,125,1,125,mobileOG_000038749,NA,NA,integration/excision,NA,Multiple,Homology,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-7253_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_2_4, 2848 # 3225 # -1 , 2848,3225,-1 ,4_4,4,4,00,ATG,None,None,0.540,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-7253_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_2,mobileOG_000038749_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-7253_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_2
3,mobileOG_000001273|insA8|P0CF13|integration/excision|NA|Multiple|Manual,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-7253_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_2_5 # 3270 # 3545 # -1 # ID=4_5;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.525,100.0,189.0,91,1.6999999999999997e-63,92,1,91,1,91,mobileOG_000001273,insA8,P0CF13,integration/excision,NA,Multiple,Manual,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-7253_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_2_5, 3270 # 3545 # -1 , 3270,3545,-1 ,4_5,4,5,00,GTG,GGAG/GAGG,5-10bp,0.525,ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-7253_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_2,mobileOG_000001273_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_1-7253_ratio4_Esch_coli_14EC033_NODE_32_length_16502_cov_117.884964_2
4,mobileOG_000026107|parE|P20083|replication/recombination/repair|partitioning|Multiple|Manual,ratio4_Esch_coli_14EC033_NODE_85_length_11127_cov_59.815932_765-11127_ratio4_Esch_coli_14EC033_NODE_85_length_11127_cov_59.815932_9_12 # 9201 # 10361 # 1 # ID=14_12;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.537,100.0,783.0,630,3.5399999999999986e-285,387,1,387,1,387,mobileOG_000026107,parE,P20083,replication/recombination/repair,partitioning,Multiple,Manual,ratio4_Esch_coli_14EC033_NODE_85_length_11127_cov_59.815932_765-11127_ratio4_Esch_coli_14EC033_NODE_85_length_11127_cov_59.815932_9_12, 9201 # 10361 # 1 , 9201,10361,1 ,14_12,14,12,01,ATG,None,None,0.537,ratio4_Esch_coli_14EC033_NODE_85_length_11127_cov_59.815932_765-11127_ratio4_Esch_coli_14EC033_NODE_85_length_11127_cov_59.815932_9,mobileOG_000026107_ratio4_Esch_coli_14EC033_NODE_85_length_11127_cov_59.815932_765-11127_ratio4_Esch_coli_14EC033_NODE_85_length_11127_cov_59.815932_9
5,mobileOG_000321643|ecnB|WP_000977757.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_1-9119_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_7_3 # 1966 # 2088 # 1 # ID=18_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.545,100.0,78.6,41,3.3500000000000002e-21,41,2,41,1,40,mobileOG_000321643,ecnB,WP_000977757.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_1-9119_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_7_3, 1966 # 2088 # 1 , 1966,2088,1 ,18_3,18,3,00,ATG,GGA/GAG/AGG,5-10bp,0.545,ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_1-9119_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_7,mobileOG_000321643_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_1-9119_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_7
6,mobileOG_000330413|ecnB|ETJ37164.1|stability/transfer/defense|NA|Plasmid RefSeq|Homology,ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_1-9119_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_7_4 # 2199 # 2345 # 1 # ID=18_4;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.490,100.0,88.2,48,8.370000000000002e-25,49,1,48,1,48,mobileOG_000330413,ecnB,ETJ37164.1,stability/transfer/defense,NA,Plasmid RefSeq,Homology,ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_1-9119_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_7_4, 2199 # 2345 # 1 , 2199,2345,1 ,18_4,18,4,00,ATG,AGGA,5-10bp,0.490,ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_1-9119_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_7,mobileOG_000330413_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_1-9119_ratio4_Esch_coli_14EC033_NODE_132_length_9119_cov_46.002317_7
7,"mobileOG_000025806|cca|J7Q9S8|phage|regulation,infection|Multiple|Manual",ratio4_Esch_coli_14EC033_NODE_142_length_8710_cov_31.450029_1-5135_ratio4_Esch_coli_14EC033_NODE_142_length_8710_cov_31.450029_1_2 # 316 # 1554 # -1 # ID=23_2;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.565,98.8,833.0,412,6.909999999999995e-308,413,1,412,1,412,mobileOG_000025806,cca,J7Q9S8,phage,"regulation,infection",Multiple,Manual,ratio4_Esch_coli_14EC033_NODE_142_length_8710_cov_31.450029_1-5135_ratio4_Esch_coli_14EC033_NODE_142_length_8710_cov_31.450029_1_2, 316 # 1554 # -1 , 316,1554,-1 ,23_2,23,2,00,GTG,GGA/GAG/AGG,5-10bp,0.565,ratio4_Esch_coli_14EC033_NODE_142_length_8710_cov_31.450029_1-5135_ratio4_Esch_coli_14EC033_NODE_142_length_8710_cov_31.450029_1,mobileOG_000025806_ratio4_Esch_coli_14EC033_NODE_142_length_8710_cov_31.450029_1-5135_ratio4_Esch_coli_14EC033_NODE_142_length_8710_cov_31.450029_1
8,mobileOG_000333812|alkB|WP_000884953.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,ratio4_Esch_coli_14EC033_NODE_219_length_6485_cov_20.348367_1-6485_ratio4_Esch_coli_14EC033_NODE_219_length_6485_cov_20.348367_2_3 # 2838 # 3488 # -1 # ID=29_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.528,99.5,456.0,216,2.9199999999999987e-165,217,1,216,1,216,mobileOG_000333812,alkB,WP_000884953.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,ratio4_Esch_coli_14EC033_NODE_219_length_6485_cov_20.348367_1-6485_ratio4_Esch_coli_14EC033_NODE_219_length_6485_cov_20.348367_2_3, 2838 # 3488 # -1 , 2838,3488,-1 ,29_3,29,3,00,ATG,AGGAG,5-10bp,0.528,ratio4_Esch_coli_14EC033_NODE_219_length_6485_cov_20.348367_1-6485_ratio4_Esch_coli_14EC033_NODE_219_length_6485_cov_20.348367_2,mobileOG_000333812_ratio4_Esch_coli_14EC033_NODE_219_length_6485_cov_20.348367_1-6485_ratio4_Esch_coli_14EC033_NODE_219_length_6485_cov_20.348367_2
9,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio4_Esch_coli_14EC033_NODE_266_length_5414_cov_79.669155_176-5414_ratio4_Esch_coli_14EC033_NODE_266_length_5414_cov_79.669155_7_4 # 3469 # 3765 # 1 # ID=32_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio4_Esch_coli_14EC033_NODE_266_length_5414_cov_79.669155_176-5414_ratio4_Esch_coli_14EC033_NODE_266_length_5414_cov_79.669155_7_4, 3469 # 3765 # 1 , 3469,3765,1 ,32_4,32,4,00,ATG,GGA/GAG/AGG,11-12bp,0.471,ratio4_Esch_coli_14EC033_NODE_266_length_5414_cov_79.669155_176-5414_ratio4_Esch_coli_14EC033_NODE_266_length_5414_cov_79.669155_7,mobileOG_000003237_ratio4_Esch_coli_14EC033_NODE_266_length_5414_cov_79.669155_176-5414_ratio4_Esch_coli_14EC033_NODE_266_length_5414_cov_79.669155_7
10,mobileOG_000326289|alkB|WP_000884919.1|replication/recombination/repair|NA|Plasmid RefSeq|Homology,ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_145728-157371_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_133_8 # 6720 # 7370 # -1 # ID=54_8;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.525,99.5,456.0,216,2.0499999999999994e-165,217,1,216,1,216,mobileOG_000326289,alkB,WP_000884919.1,replication/recombination/repair,NA,Plasmid RefSeq,Homology,ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_145728-157371_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_133_8, 6720 # 7370 # -1 , 6720,7370,-1 ,54_8,54,8,00,ATG,AGGAG,5-10bp,0.525,ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_145728-157371_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_133,mobileOG_000326289_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_145728-157371_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_133
11,mobileOG_000304542|traG|WP_001297077.1|transfer|conjugation|Plasmid RefSeq|Homology,ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_194390-205358_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_166_5 # 2948 # 3550 # -1 # ID=55_5;partial=00;start_type=GTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.436,100.0,406.0,200,4.009999999999999e-146,201,1,200,1,200,mobileOG_000304542,traG,WP_001297077.1,transfer,conjugation,Plasmid RefSeq,Homology,ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_194390-205358_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_166_5, 2948 # 3550 # -1 , 2948,3550,-1 ,55_5,55,5,00,GTG,GGAG/GAGG,5-10bp,0.436,ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_194390-205358_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_166,mobileOG_000304542_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_194390-205358_ratio4_Esch_coli_2011C-3911_NODE_1_length_340844_cov_196.635220_166
12,mobileOG_000003237|fis|WP_000462905.1|integration/excision|replication/recombination/repair|Multiple|Manual,ratio4_Esch_coli_2011C-3911_NODE_2_length_214458_cov_197.254176_198947-209609_ratio4_Esch_coli_2011C-3911_NODE_2_length_214458_cov_197.254176_193_4 # 3469 # 3765 # 1 # ID=60_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=11-12bp;gc_cont=0.471,100.0,189.0,98,1.9899999999999996e-63,99,1,98,1,98,mobileOG_000003237,fis,WP_000462905.1,integration/excision,replication/recombination/repair,Multiple,Manual,ratio4_Esch_coli_2011C-3911_NODE_2_length_214458_cov_197.254176_198947-209609_ratio4_Esch_coli_2011C-3911_NODE_2_length_214458_cov_197.254176_193_4, 3469 # 3765 # 1 , 3469,3765,1 ,60_4,60,4,00,ATG,GGA/GAG/AGG,11-12bp,0.471,ratio4_Esch_coli_2011C-3911_NODE_2_length_214458_cov_197.254176_198947-209609_ratio4_Esch_coli_2011C-3911_NODE_2_length_214458_cov_197.254176_193,mobileOG_000003237_ratio4_Esch_coli_2011C-3911_NODE_2_length_214458_cov_197.254176_198947-209609_ratio4_Esch_coli_2011C-3911_NODE_2_length_214458_cov_197.254176_193
