cds,sample,ref,ARG,mobility,size,cluster
C1033_unmapped_NODE_3846_length_279_cov_1.924107_1,C1033,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,278,Cluster 30783
C1033_unmapped_NODE_3858_length_279_cov_1.031250_1,C1033,unmapped,gb|BAE78084.1|ARO:3003548|mdtN,not known,278,Cluster 23712
C1033_unmapped_NODE_4_length_34146_cov_16.890851_5,C1033,unmapped,gb|AAC75089.1|ARO:3003577|ugd,non-mobile,11166,Cluster 8210
C1033_unmapped_NODE_4096_length_269_cov_0.920561_1,C1033,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,268,Cluster 24378
C1033_unmapped_NODE_4108_length_269_cov_0.836449_1,C1033,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,268,Cluster 24379
C1033_unmapped_NODE_4123_length_268_cov_1.183099_1,C1033,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,267,Cluster 4984
C1033_unmapped_NODE_4370_length_259_cov_1.416667_1,C1033,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,not known,258,Cluster 25095
C1033_unmapped_NODE_442_length_2938_cov_23.902532_3,C1033,unmapped,gb|BAE78116.1|ARO:3003576|eptA,not known,2937,Cluster 11487
C1033_unmapped_NODE_4428_length_257_cov_1.836634_1,C1033,unmapped,gb|BAE78082.1|ARO:3003550|mdtP,not known,256,Cluster 25342
C1033_unmapped_NODE_4464_length_256_cov_1.527363_1,C1033,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,255,Cluster 29656
C1033_unmapped_NODE_4550_length_253_cov_1.388889_1,C1033,unmapped,gb|BAA11236.1|ARO:3000206|emrK,not known,252,Cluster 25590
C1033_unmapped_NODE_4586_length_252_cov_1.172589_1,C1033,unmapped,gb|BAE77781.1|ARO:3000795|mdtE,not known,251,Cluster 8861
C1033_unmapped_NODE_4682_length_249_cov_1.469072_1,C1033,unmapped,gb|BAB38260.1|ARO:3000830|cpxA,not known,248,Cluster 26129
C1033_unmapped_NODE_475_length_2722_cov_266.962505_1,C1033,unmapped,gb|AAL59753.1|ARO:3000412|sul2,not known,2721,Cluster 11650
C1033_unmapped_NODE_475_length_2722_cov_266.962505_2,C1033,unmapped,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,not known,2721,Cluster 11177
C1033_unmapped_NODE_475_length_2722_cov_266.962505_3,C1033,unmapped,gb|AAC23556.1|ARO:3002660|APH(6)-Id,not known,2721,Cluster 11195
C1033_unmapped_NODE_4770_length_247_cov_0.875000_1,C1033,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,246,Cluster 26130
C1033_unmapped_NODE_480_length_2686_cov_3.923983_1,C1033,unmapped,gb|AAU10334.1|ARO:3002628|aad(6),not known,2685,Cluster 12172
C1033_unmapped_NODE_480_length_2686_cov_3.923983_3,C1033,unmapped,gb|AGV10830.1|ARO:3002647|APH(3')-IIIa,not known,2685,Cluster 11836
C1033_unmapped_NODE_481_length_2681_cov_12.217060_4,C1033,unmapped,gb|BAE15963.1|ARO:3002868|dfrG,not known,2680,Cluster 16065
C1033_unmapped_NODE_4822_length_245_cov_1.794737_1,C1033,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,244,Cluster 26444
C1033_unmapped_NODE_4945_length_241_cov_2.596774_1,C1033,unmapped,gb|AAC75733.1|ARO:3000074|emrB,not known,240,Cluster 26716
C1033_unmapped_NODE_5011_length_240_cov_0.897297_1,C1033,unmapped,gb|BAB36671.1|ARO:3000832|evgA,not known,239,Cluster 30711
C1033_unmapped_NODE_5053_length_239_cov_0.880435_1,C1033,unmapped,gb|AAC75271.1|ARO:3003952|YojI,not known,238,Cluster 26991
C1033_unmapped_NODE_5127_length_237_cov_0.890110_1,C1033,unmapped,gb|AAC75137.1|ARO:3000794|mdtC,not known,236,Cluster 27259
C1033_unmapped_NODE_5133_length_237_cov_0.703297_1,C1033,unmapped,gb|AIA35096.1|ARO:3005059|LptD,not known,236,Cluster 17666
C1033_unmapped_NODE_5210_length_234_cov_2.284916_1,C1033,unmapped,gb|AAC74149.2|ARO:3001216|mdtH,not known,233,Cluster 27260
C1033_unmapped_NODE_5213_length_234_cov_1.888268_1,C1033,unmapped,gb|AAC74000.1|ARO:3003950|msbA,not known,233,Cluster 30849
C1033_unmapped_NODE_53_length_14391_cov_79.494141_1,C1033,unmapped,gb|AAC76093.1|ARO:3002986|bacA,mobile,5853,Cluster 11486
C1033_unmapped_NODE_5408_length_229_cov_0.959770_1,C1033,unmapped,gb|BAA11237.1|ARO:3000254|emrY,not known,228,Cluster 28149
C1033_unmapped_NODE_549_length_2276_cov_16.523188_1,C1033,unmapped,gb|BAG75524.1|ARO:3003954|efmA,not known,2275,Cluster 17520
C1033_unmapped_NODE_549_length_2276_cov_16.523188_2,C1033,unmapped,gb|BAG75524.1|ARO:3003954|efmA,not known,2275,Cluster 11319
C1033_unmapped_NODE_5527_length_226_cov_0.912281_1,C1033,unmapped,gb|BAA15935.1|ARO:3000828|baeR,not known,225,Cluster 28465
C1033_unmapped_NODE_567_length_2206_cov_16.913064_1,C1033,unmapped,gb|BAB82500.1|ARO:3000186|tet(M),not known,2205,Cluster 3143
C1033_unmapped_NODE_5827_length_217_cov_1.049383_1,C1033,unmapped,gb|BAA11237.1|ARO:3000254|emrY,not known,216,Cluster 29093
C1033_unmapped_NODE_5839_length_216_cov_1.788820_1,C1033,unmapped,gb|BAA16547.1|ARO:3000027|emrA,not known,215,Cluster 31124
C1033_unmapped_NODE_5857_length_216_cov_1.149068_1,C1033,unmapped,gb|BAA15934.1|ARO:3000829|baeS,not known,215,Cluster 31791
C1033_unmapped_NODE_5864_length_216_cov_0.832298_1,C1033,unmapped,gb|AAC76539.1|ARO:3000796|mdtF,not known,215,Cluster 29388
C1033_unmapped_NODE_5891_length_215_cov_0.968750_1,C1033,unmapped,gb|BAE77781.1|ARO:3000795|mdtE,not known,214,Cluster 31125
C1033_unmapped_NODE_5989_length_212_cov_1.127389_1,C1033,unmapped,gb|AAC73564.1|ARO:3000216|acrB,not known,211,Cluster 29657
C1033_unmapped_NODE_6009_length_211_cov_250.891026_1,C1033,unmapped,gb|AAC23556.1|ARO:3002660|APH(6)-Id,not known,210,Cluster 10982
C1033_unmapped_NODE_6269_length_138_cov_2.686747_1,C1033,unmapped,gb|AAC76298.1|ARO:3000502|AcrF,not known,137,Cluster 571
C1033_unmapped_NODE_63_length_13430_cov_66.816897_7,C1033,unmapped,gb|ACN32294.1|ARO:3000237|TolC,mobile,11481,Cluster 4801
C1033_unmapped_NODE_658_length_1829_cov_14.844983_1,C1033,unmapped,gb|BAA16344.1|ARO:3000491|acrD,not known,1828,Cluster 4742
C1033_unmapped_NODE_673_length_1797_cov_10.341561_1,C1033,unmapped,gb|AAA22851.1|ARO:3000179|tet(L),not known,1796,Cluster 5628
C1033_unmapped_NODE_696_length_1711_cov_11.242150_4,C1033,unmapped,gb|BAA15221.2|ARO:3000263|marA,not known,1710,Cluster 18480
C1033_unmapped_NODE_80_length_12399_cov_79.120382_10,C1033,unmapped,gb|ABF47469.1|ARO:3002790|QnrS1,mobile,9639,Cluster 13684
C1033_unmapped_NODE_80_length_12399_cov_79.120382_4,C1033,unmapped,gb|AAL02127.1|ARO:3001878|CTX-M-15,mobile,8118,Cluster 10888
C1033_unmapped_NODE_879_length_1369_cov_11.321157_1,C1033,unmapped,gb|AAC75429.1|ARO:3000833|evgS,not known,1368,Cluster 5959
C1033_unmapped_NODE_909_length_1319_cov_3.873418_3,C1033,unmapped,gb|AHE40557.1|ARO:3002626|ANT(6)-Ia,not known,1318,Cluster 32133
C1033_unmapped_NODE_926_length_1287_cov_81.000000_2,C1033,unmapped,gb|AHV80711.1|ARO:3002863|dfrA8,not known,1286,Cluster 15884
C1033_unmapped_NODE_94_length_11287_cov_169.691863_1,C1033,unmapped,gb|AEJ33969.1|ARO:3000410|sul1,mobile,5813,Cluster 11084
C1033_unmapped_NODE_94_length_11287_cov_169.691863_2,C1033,unmapped,gb|AAC44316.1|ARO:3005010|qacEdelta1,mobile,6154,Cluster 19920
C1033_unmapped_NODE_94_length_11287_cov_169.691863_3,C1033,unmapped,gb|ACS44716.1|ARO:3002862|dfrA7,mobile,6932,Cluster 15110
C1033_unmapped_NODE_94_length_11287_cov_169.691863_9,C1033,unmapped,gb|CAA23899.1|ARO:3002683|catI,mobile,8405,Cluster 12847
C1033_unmapped_NODE_957_length_1239_cov_206.675676_1,C1033,unmapped,gb|CAD09800.1|ARO:3000873|TEM-1,not known,1238,Cluster 10985
C1033_unmapped_NODE_965_length_1230_cov_5.097872_3,C1033,unmapped,gb|AAC75271.1|ARO:3003952|YojI,mobile,1229,Cluster 30782
C1033_unmapped_NODE_975_length_1216_cov_11.623600_1,C1033,unmapped,gb|AAC75136.1|ARO:3000793|mdtB,not known,1215,Cluster 650
C1033_unmapped_NODE_975_length_1216_cov_11.623600_2,C1033,unmapped,gb|AAC75135.2|ARO:3000792|mdtA,not known,1215,Cluster 5944
C1034_Esch_coli_DE17_NODE_1230_length_1032_cov_41.055271_1,C1034,Esch_coli_DE17,gb|ACN32294.1|ARO:3000237|TolC,not known,1031,Cluster 9905
C1034_Esch_coli_DE17_NODE_1272_length_985_cov_44.574194_1,C1034,Esch_coli_DE17,gb|BAA16344.1|ARO:3000491|acrD,not known,984,Cluster 10172
C1034_Esch_coli_DE17_NODE_1322_length_923_cov_34.720046_2,C1034,Esch_coli_DE17,gb|AAC75731.1|ARO:3000516|emrR,not known,922,Cluster 15438
C1034_Esch_coli_DE17_NODE_133_length_5027_cov_45.250402_3,C1034,Esch_coli_DE17,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,5026,Cluster 8765
C1034_Esch_coli_DE17_NODE_133_length_5027_cov_45.250402_4,C1034,Esch_coli_DE17,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,5026,Cluster 1109
C1034_Esch_coli_DE17_NODE_1338_length_907_cov_11.408451_2,C1034,Esch_coli_DE17,gb|AAC75429.1|ARO:3000833|evgS,not known,906,Cluster 31989
C1034_Esch_coli_DE17_NODE_1361_length_889_cov_18.339329_2,C1034,Esch_coli_DE17,gb|BAA11237.1|ARO:3000254|emrY,not known,888,Cluster 13690
C1034_Esch_coli_DE17_NODE_1379_length_870_cov_30.338650_2,C1034,Esch_coli_DE17,gb|ACN32294.1|ARO:3000237|TolC,not known,869,Cluster 17689
C1034_Esch_coli_DE17_NODE_14_length_11575_cov_63.160417_2,C1034,Esch_coli_DE17,gb|AAC74000.1|ARO:3003950|msbA,mobile,7669,Cluster 3370
C1034_Esch_coli_DE17_NODE_1420_length_822_cov_27.827901_1,C1034,Esch_coli_DE17,gb|BAE78083.1|ARO:3003549|mdtO,not known,821,Cluster 11627
C1034_Esch_coli_DE17_NODE_145_length_4795_cov_35.965401_1,C1034,Esch_coli_DE17,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,not known,4794,Cluster 13847
C1034_Esch_coli_DE17_NODE_1527_length_719_cov_42.808735_2,C1034,Esch_coli_DE17,gb|BAE78084.1|ARO:3003548|mdtN,not known,718,Cluster 25096
C1034_Esch_coli_DE17_NODE_1570_length_693_cov_29.206897_1,C1034,Esch_coli_DE17,gb|WP_001443153.1|ARO:3006880|EC-5,not known,692,Cluster 8151
C1034_Esch_coli_DE17_NODE_1579_length_685_cov_38.082540_1,C1034,Esch_coli_DE17,gb|WP_063860263.1|ARO:3006879|EC-19,not known,684,Cluster 13151
C1034_Esch_coli_DE17_NODE_1737_length_572_cov_22.653772_1,C1034,Esch_coli_DE17,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,not known,571,Cluster 6714
C1034_Esch_coli_DE17_NODE_1781_length_540_cov_29.078351_1,C1034,Esch_coli_DE17,gb|AAC73564.1|ARO:3000216|acrB,not known,539,Cluster 382
C1034_Esch_coli_DE17_NODE_18_length_10843_cov_47.421858_10,C1034,Esch_coli_DE17,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,5846,Cluster 2831
C1034_Esch_coli_DE17_NODE_18_length_10843_cov_47.421858_9,C1034,Esch_coli_DE17,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,7309,Cluster 5056
C1034_Esch_coli_DE17_NODE_1848_length_493_cov_8.061644_1,C1034,Esch_coli_DE17,gb|BAE78083.1|ARO:3003549|mdtO,not known,492,Cluster 2831
C1034_Esch_coli_DE17_NODE_1848_length_493_cov_8.061644_2,C1034,Esch_coli_DE17,gb|BAE78083.1|ARO:3003549|mdtO,not known,492,Cluster 32673
C1034_Esch_coli_DE17_NODE_1888_length_473_cov_12.787081_1,C1034,Esch_coli_DE17,gb|AAC76296.1|ARO:3000656|AcrS,not known,472,Cluster 16556
C1034_Esch_coli_DE17_NODE_1973_length_429_cov_69.085561_1,C1034,Esch_coli_DE17,gb|AAC75429.1|ARO:3000833|evgS,not known,428,Cluster 0
C1034_Esch_coli_DE17_NODE_201_length_4219_cov_47.169068_3,C1034,Esch_coli_DE17,gb|AAC73565.1|ARO:3004043|Ecol_acrA,not known,4218,Cluster 7620
C1034_Esch_coli_DE17_NODE_201_length_4219_cov_47.169068_4,C1034,Esch_coli_DE17,gb|AAC73564.1|ARO:3000216|acrB,not known,4218,Cluster 17439
C1034_Esch_coli_DE17_NODE_2011_length_413_cov_12.695531_1,C1034,Esch_coli_DE17,gb|AAC75271.1|ARO:3003952|YojI,not known,412,Cluster 3698
C1034_Esch_coli_DE17_NODE_2023_length_407_cov_17.036932_1,C1034,Esch_coli_DE17,gb|BAA16344.1|ARO:3000491|acrD,not known,406,Cluster 18142
C1034_Esch_coli_DE17_NODE_2078_length_382_cov_11.743119_1,C1034,Esch_coli_DE17,gb|AAC75271.1|ARO:3003952|YojI,not known,381,Cluster 18986
C1034_Esch_coli_DE17_NODE_213_length_4098_cov_38.792728_4,C1034,Esch_coli_DE17,gb|ABV18113.1|ARO:3001329|mdtG,not known,4097,Cluster 7014
C1034_Esch_coli_DE17_NODE_2144_length_356_cov_37.418605_1,C1034,Esch_coli_DE17,gb|BAA15934.1|ARO:3000829|baeS,not known,355,Cluster 4724
C1034_Esch_coli_DE17_NODE_2157_length_353_cov_9.845638_1,C1034,Esch_coli_DE17,gb|BAE78084.1|ARO:3003548|mdtN,not known,352,Cluster 19939
C1034_Esch_coli_DE17_NODE_2179_length_343_cov_17.954861_1,C1034,Esch_coli_DE17,gb|BAA15934.1|ARO:3000829|baeS,not known,342,Cluster 20280
C1034_Esch_coli_DE17_NODE_2228_length_329_cov_30.350365_2,C1034,Esch_coli_DE17,gb|BAB38260.1|ARO:3000830|cpxA,mobile,328,Cluster 5642
C1034_Esch_coli_DE17_NODE_232_length_3927_cov_49.034866_3,C1034,Esch_coli_DE17,gb|AAC74149.2|ARO:3001216|mdtH,not known,3926,Cluster 7288
C1034_Esch_coli_DE17_NODE_2345_length_293_cov_8.575630_1,C1034,Esch_coli_DE17,gb|AAC75271.1|ARO:3003952|YojI,not known,292,Cluster 3698
C1034_Esch_coli_DE17_NODE_2354_length_289_cov_13.538462_1,C1034,Esch_coli_DE17,gb|BAE78084.1|ARO:3003548|mdtN,not known,288,Cluster 22999
C1034_Esch_coli_DE17_NODE_243_length_3831_cov_25.119439_1,C1034,Esch_coli_DE17,gb|AAC75429.1|ARO:3000833|evgS,not known,3830,Cluster 10839
C1034_Esch_coli_DE17_NODE_243_length_3831_cov_25.119439_2,C1034,Esch_coli_DE17,gb|BAB36671.1|ARO:3000832|evgA,not known,3830,Cluster 14265
C1034_Esch_coli_DE17_NODE_243_length_3831_cov_25.119439_3,C1034,Esch_coli_DE17,gb|BAA11236.1|ARO:3000206|emrK,not known,3830,Cluster 8521
C1034_Esch_coli_DE17_NODE_243_length_3831_cov_25.119439_4,C1034,Esch_coli_DE17,gb|BAA11237.1|ARO:3000254|emrY,not known,3830,Cluster 12266
C1034_Esch_coli_DE17_NODE_2536_length_254_cov_5.909548_1,C1034,Esch_coli_DE17,gb|BAA15934.1|ARO:3000829|baeS,not known,253,Cluster 31537
C1034_Esch_coli_DE17_NODE_2537_length_254_cov_2.788945_1,C1034,Esch_coli_DE17,gb|AAC75137.1|ARO:3000794|mdtC,not known,253,Cluster 31264
C1034_Esch_coli_DE17_NODE_2589_length_241_cov_1.268817_1,C1034,Esch_coli_DE17,gb|AAC75137.1|ARO:3000794|mdtC,not known,240,Cluster 26992
C1034_Esch_coli_DE17_NODE_2638_length_231_cov_1.642045_1,C1034,Esch_coli_DE17,gb|BAA16344.1|ARO:3000491|acrD,not known,230,Cluster 30528
C1034_Esch_coli_DE17_NODE_2751_length_211_cov_2.384615_1,C1034,Esch_coli_DE17,gb|AAC75137.1|ARO:3000794|mdtC,not known,210,Cluster 29658
C1034_Esch_coli_DE17_NODE_285_length_3476_cov_35.247881_5,C1034,Esch_coli_DE17,gb|BAB35162.1|ARO:3000676|H-NS,mobile,3475,Cluster 17848
C1034_Esch_coli_DE17_NODE_292_length_3439_cov_23.456265_2,C1034,Esch_coli_DE17,gb|AAC73788.1|ARO:3003841|kdpE,not known,3438,Cluster 13250
C1034_Esch_coli_DE17_NODE_295_length_3431_cov_39.979858_1,C1034,Esch_coli_DE17,gb|AAC75314.1|ARO:3003578|PmrF,not known,3430,Cluster 10238
C1034_Esch_coli_DE17_NODE_403_length_2831_cov_47.885447_1,C1034,Esch_coli_DE17,gb|AAC76093.1|ARO:3002986|bacA,not known,2830,Cluster 11488
C1034_Esch_coli_DE17_NODE_47_length_8378_cov_26.538027_7,C1034,Esch_coli_DE17,gb|BAA15221.2|ARO:3000263|marA,non-mobile,7597,Cluster 18640
C1034_Esch_coli_DE17_NODE_471_length_2557_cov_51.207034_3,C1034,Esch_coli_DE17,gb|BAE77933.1|ARO:3000518|CRP,not known,2556,Cluster 13980
C1034_Esch_coli_DE17_NODE_504_length_2448_cov_42.311325_1,C1034,Esch_coli_DE17,gb|AAC75733.1|ARO:3000074|emrB,not known,2447,Cluster 4451
C1034_Esch_coli_DE17_NODE_504_length_2448_cov_42.311325_2,C1034,Esch_coli_DE17,gb|BAA16547.1|ARO:3000027|emrA,not known,2447,Cluster 10489
C1034_Esch_coli_DE17_NODE_507_length_2438_cov_27.832984_1,C1034,Esch_coli_DE17,gb|ANK04027.1|ARO:3003838|gadW,not known,2437,Cluster 12430
C1034_Esch_coli_DE17_NODE_507_length_2438_cov_27.832984_2,C1034,Esch_coli_DE17,gb|BAE77778.1|ARO:3000508|gadX,not known,2437,Cluster 11329
C1034_Esch_coli_DE17_NODE_513_length_2414_cov_44.565494_1,C1034,Esch_coli_DE17,gb|AAC76297.1|ARO:3000499|AcrE,not known,2413,Cluster 8766
C1034_Esch_coli_DE17_NODE_513_length_2414_cov_44.565494_2,C1034,Esch_coli_DE17,gb|AAC76298.1|ARO:3000502|AcrF,not known,2413,Cluster 12886
C1034_Esch_coli_DE17_NODE_599_length_2114_cov_31.096163_1,C1034,Esch_coli_DE17,gb|BAB38260.1|ARO:3000830|cpxA,not known,2113,Cluster 9145
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_1,C1034,Esch_coli_DE17,gb|AAL59753.1|ARO:3000412|sul2,mobile,6809,Cluster 9989
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_13,C1034,Esch_coli_DE17,gb|AAL59753.1|ARO:3000412|sul2,mobile,10815,Cluster 9989
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_14,C1034,Esch_coli_DE17,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,10542,Cluster 14515
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_15,C1034,Esch_coli_DE17,gb|AHK10285.1|ARO:3002859|dfrA14,mobile,10277,Cluster 16327
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_16,C1034,Esch_coli_DE17,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,9690,Cluster 10164
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_17,C1034,Esch_coli_DE17,gb|AAC23556.1|ARO:3002660|APH(6)-Id,mobile,9445,Cluster 11195
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_2,C1034,Esch_coli_DE17,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,7412,Cluster 14515
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_3,C1034,Esch_coli_DE17,gb|AHK10285.1|ARO:3002859|dfrA14,mobile,7891,Cluster 16327
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_4,C1034,Esch_coli_DE17,gb|ABK33456.1|ARO:3002639|APH(3'')-Ib,mobile,8241,Cluster 10164
C1034_Esch_coli_DE17_NODE_6_length_16174_cov_1223.270364_5,C1034,Esch_coli_DE17,gb|AAC23556.1|ARO:3002660|APH(6)-Id,mobile,9077,Cluster 11195
C1034_Esch_coli_DE17_NODE_600_length_2103_cov_26.026855_1,C1034,Esch_coli_DE17,gb|BAE78116.1|ARO:3003576|eptA,not known,2102,Cluster 6272
C1034_Esch_coli_DE17_NODE_775_length_1694_cov_26.031727_1,C1034,Esch_coli_DE17,gb|AAC75429.1|ARO:3000833|evgS,not known,1693,Cluster 3571
C1034_Esch_coli_DE17_NODE_790_length_1667_cov_39.111042_1,C1034,Esch_coli_DE17,gb|BAA16344.1|ARO:3000491|acrD,not known,1666,Cluster 10135
C1034_Esch_coli_DE17_NODE_805_length_1639_cov_24.330177_3,C1034,Esch_coli_DE17,gb|BAA16344.1|ARO:3000491|acrD,not known,1638,Cluster 20541
C1034_Esch_coli_DE17_NODE_902_length_1470_cov_27.488339_1,C1034,Esch_coli_DE17,gb|AAC73564.1|ARO:3000216|acrB,not known,1469,Cluster 30386
C1034_Esch_coli_DE17_NODE_902_length_1470_cov_27.488339_2,C1034,Esch_coli_DE17,gb|AAC73564.1|ARO:3000216|acrB,not known,1469,Cluster 8211
C1034_Esch_coli_DE17_NODE_96_length_5883_cov_27.160261_4,C1034,Esch_coli_DE17,gb|CAA77936.1|ARO:3004039|Ecol_emrE,non-mobile,5882,Cluster 20685
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_102_length_9019_cov_219.801316_8,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC76298.1|ARO:3000502|AcrF,non-mobile,8438,Cluster 1622
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_102_length_9019_cov_219.801316_9,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC76297.1|ARO:3000499|AcrE,non-mobile,5322,Cluster 21292
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_11_length_89452_cov_218.034475_41,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAB38260.1|ARO:3000830|cpxA,non-mobile,11373,Cluster 5640
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_117_length_5466_cov_99.282388_6,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC75089.1|ARO:3003577|ugd,non-mobile,5465,Cluster 8212
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_13_length_80773_cov_191.861530_55,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAA16344.1|ARO:3000491|acrD,non-mobile,13113,Cluster 960
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_149_length_2498_cov_119.286124_1,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC75429.1|ARO:3000833|evgS,not known,2497,Cluster 0
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_17_length_64922_cov_179.469792_45,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC74149.2|ARO:3001216|mdtH,mobile,11208,Cluster 7287
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_17_length_64922_cov_179.469792_57,C1034,Esch_coli_WP7-S17-ESBL-04,gb|ABV18113.1|ARO:3001329|mdtG,non-mobile,11226,Cluster 7056
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_19_length_62222_cov_188.442614_15,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAE77778.1|ARO:3000508|gadX,non-mobile,10824,Cluster 11055
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_19_length_62222_cov_188.442614_16,C1034,Esch_coli_WP7-S17-ESBL-04,gb|ANK04027.1|ARO:3003838|gadW,non-mobile,10728,Cluster 12395
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_19_length_62222_cov_188.442614_17,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC76539.1|ARO:3000796|mdtF,non-mobile,13113,Cluster 953
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_19_length_62222_cov_188.442614_18,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAE77781.1|ARO:3000795|mdtE,non-mobile,11157,Cluster 8678
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_2_length_158077_cov_196.848970_34,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC73565.1|ARO:3004043|Ecol_acrA,mobile,11193,Cluster 7581
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_2_length_158077_cov_196.848970_35,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC73564.1|ARO:3000216|acrB,non-mobile,13149,Cluster 373
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_22_length_58600_cov_196.584883_45,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAE78082.1|ARO:3003550|mdtP,non-mobile,11466,Cluster 5009
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_22_length_58600_cov_196.584883_46,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAE78083.1|ARO:3003549|mdtO,non-mobile,12051,Cluster 2823
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_22_length_58600_cov_196.584883_47,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAE78084.1|ARO:3003548|mdtN,non-mobile,11031,Cluster 9704
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_225_length_761_cov_44.365439_1,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC75429.1|ARO:3000833|evgS,not known,760,Cluster 0
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_24_length_53637_cov_204.490277_12,C1034,Esch_coli_WP7-S17-ESBL-04,gb|ACN32294.1|ARO:3000237|TolC,mobile,11481,Cluster 4678
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_292_length_371_cov_55.531646_1,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC75429.1|ARO:3000833|evgS,not known,370,Cluster 0
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_3_length_146262_cov_181.915531_1,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAB36671.1|ARO:3000832|evgA,mobile,5568,Cluster 14263
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_3_length_146262_cov_181.915531_102,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AAC75314.1|ARO:3003578|PmrF,mobile,10968,Cluster 10235
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_3_length_146262_cov_181.915531_2,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAA11236.1|ARO:3000206|emrK,non-mobile,7147,Cluster 8481
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_3_length_146262_cov_181.915531_3,C1034,Esch_coli_WP7-S17-ESBL-04,gb|BAA11237.1|ARO:3000254|emrY,non-mobile,8685,Cluster 4250
C1034_Esch_coli_WP7-S17-ESBL-04_NODE_36_length_42170_cov_176.407005_1,C1034,Esch_coli_WP7-S17-ESBL-04,gb|AFH35853.1|ARO:3001328|Ecol_mdfA,non-mobile,6095,Cluster 6628
